CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date,Year,UnitName
1031,4,0.5206999999999999,0.2496,0.1587,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2005-03-09,2005,Unit F
1032,5,0.6937,0.1958,0.2096,0.136,0.1523,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1033,5,0.675,0.2078,0.1836,0.1403,0.1433,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1034,5,0.7411000000000001,0.2431,0.2027,0.1466,0.1487,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1035,5,0.7170000000000001,0.2275,0.1975,0.1514,0.1406,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1036,5,0.7412000000000001,0.2253,0.2116,0.1516,0.1527,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1037,5,0.7373000000000001,0.2351,0.193,0.1552,0.154,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1038,5,0.727,0.2212,0.1993,0.1576,0.1489,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2005-03-09,2005,Unit F
1039,4,0.534,0.2649,0.1591,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1040,4,0.5145,0.2598,0.1542,0.1005,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1041,4,0.5146000000000001,0.2459,0.1641,0.1046,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1042,4,0.5121,0.237,0.1686,0.1065,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1043,4,0.5306,0.2499,0.1659,0.1148,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1044,4,0.5156,0.2457,0.1617,0.1082,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1045,4,0.507,0.2415,0.1576,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1046,4,0.5332,0.2277,0.1772,0.1283,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1047,5,0.31220000000000003,0.0833,0.1037,0.0629,0.0623,0.0,0.0,0.0,0.0,0.0,5R1,3,5727,2008-03-23,2008,Unit F
1048,5,0.3342,0.0836,0.1045,0.063,0.0831,0.0,0.0,0.0,0.0,0.0,5R1,3,5727,2008-03-23,2008,Unit F
1049,5,0.7922,0.2296,0.2524,0.1671,0.1431,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1050,5,0.752,0.2093,0.2493,0.1533,0.1401,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1051,5,0.7515000000000001,0.2228,0.226,0.164,0.1387,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1052,5,0.3256,0.1051,0.088,0.0667,0.0658,0.0,0.0,0.0,0.0,0.0,5R1,3,5727,2008-03-23,2008,Unit F
1053,5,0.31689999999999996,0.0901,0.0924,0.0688,0.0656,0.0,0.0,0.0,0.0,0.0,5R1,3,5727,2008-03-23,2008,Unit F
1054,5,0.7563,0.2132,0.234,0.1705,0.1386,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1055,5,0.7241,0.2374,0.2099,0.1463,0.1305,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1056,5,0.7811,0.2185,0.2501,0.169,0.1435,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1057,5,0.7007,0.1958,0.221,0.1502,0.1337,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1058,5,0.7180000000000001,0.1694,0.2495,0.1532,0.1459,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1059,5,0.7983,0.2461,0.2514,0.1615,0.1393,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1060,5,0.7577999999999999,0.2226,0.2517,0.1538,0.1297,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1061,5,0.6355,0.2438,0.1581,0.1141,0.1195,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5722,2008-03-23,2008,Unit F
1062,4,0.5175,0.2546,0.1517,0.1112,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1063,4,0.5223,0.2455,0.1463,0.1305,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1064,4,0.5216999999999999,0.258,0.1454,0.1183,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-03-23,2008,Unit F
1065,5,0.34950000000000003,0.1,0.1085,0.0742,0.0668,0.0,0.0,0.0,0.0,0.0,5R1,3,5727,2008-03-23,2008,Unit F
1066,5,0.7301,0.2308,0.2303,0.1396,0.1294,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5727,2008-03-23,2008,Unit F
1067,6,0.3889,0.0889,0.097,0.0701,0.0611,0.0718,0.0,0.0,0.0,0.0,6D,3,5727,2008-02-23,2008,Unit F
1068,8,0.5889,0.0479,0.0689,0.0758,0.0772,0.0825,0.1078,0.1288,0.0,0.0,8I,3,5727,2008-02-23,2008,Unit F
1069,8,0.6291,0.0983,0.0699,0.0741,0.0737,0.0774,0.0925,0.1432,0.0,0.0,8I,3,5727,2008-02-23,2008,Unit F
1070,9,0.4973,0.0551,0.0632,0.062,0.0611,0.0631,0.0599,0.0605,0.0724,0.0,9I,3,5727,2008-02-23,2008,Unit F
1074,4,0.5223,0.2601,0.1541,0.1081,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1075,4,0.5351,0.2549,0.165,0.1152,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1076,4,0.5325,0.2547,0.1704,0.1074,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1077,4,0.5288,0.2546,0.1646,0.1096,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1078,4,0.5143,0.2546,0.152,0.1077,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1079,4,0.5157,0.2559,0.1622,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1080,4,0.5123,0.2471,0.161,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1081,4,0.5068,0.2472,0.155,0.1046,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1082,4,0.5136,0.2433,0.1671,0.1032,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1083,4,0.5428,0.2645,0.1603,0.118,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1084,4,0.5415,0.2499,0.1776,0.114,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1085,4,0.5346,0.2521,0.1733,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1086,4,0.5472,0.2383,0.1774,0.1315,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1087,4,0.5338,0.2384,0.1723,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2008-02-23,2008,Unit F
1088,5,0.6319,0.2478,0.1666,0.1189,0.0986,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5722,2008-02-23,2008,Unit F
1089,5,0.35250000000000004,0.1085,0.1008,0.08,0.0632,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1090,5,0.35379999999999995,0.0914,0.1049,0.0863,0.0712,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1091,5,0.3292,0.0929,0.0952,0.0772,0.0639,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1092,5,0.3357,0.0908,0.1028,0.0831,0.059,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1093,5,0.3466,0.0956,0.1007,0.0857,0.0646,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1094,5,0.34049999999999997,0.1016,0.0985,0.0794,0.061,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1095,5,0.3331,0.1005,0.0895,0.0807,0.0624,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1096,5,0.3388,0.1002,0.0917,0.0797,0.0672,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1097,5,0.34619999999999995,0.0984,0.0948,0.0827,0.0703,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1098,5,0.3545,0.1053,0.102,0.0803,0.0669,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2008-02-24,2008,Unit F
1099,3,0.18969999999999998,0.087,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3R,3,6070/6068,2008-05-05,2008,Unit F
1100,3,0.14650000000000002,0.07,0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3R,3,6070/6068,2008-05-05,2008,Unit F
1101,5,1.0542,0.4092,0.3068,0.1922,0.146,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1102,5,1.0023,0.3701,0.3294,0.1717,0.1311,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1103,5,1.0291,0.3716,0.3427,0.1866,0.1282,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1104,5,1.1752,0.4949,0.3342,0.1954,0.1507,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1105,5,1.0692,0.4313,0.3092,0.1965,0.1322,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1106,5,1.2304,0.4137,0.4328,0.2216,0.1623,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1107,5,1.4930999999999999,0.5234,0.4875,0.2329,0.2493,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5560,2008-05-05,2008,Unit F
1108,5,1.5048,0.5295,0.4852,0.2398,0.2503,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5560,2008-05-05,2008,Unit F
1109,5,1.0713,0.4039,0.3495,0.1573,0.1606,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2008-05-05,2008,Unit F
1110,5,1.2585,0.4527,0.4137,0.1842,0.2079,0.0,0.0,0.0,0.0,0.0,1+1+3,3,0,2009-02-11,2009,Unit F
1111,5,1.2953,0.4515,0.432,0.196,0.2158,0.0,0.0,0.0,0.0,0.0,1+1+3,3,0,2009-02-11,2009,Unit F
1112,5,1.3174,0.4577,0.4385,0.205,0.2162,0.0,0.0,0.0,0.0,0.0,1+1+3,3,0,2009-02-11,2009,Unit F
1113,5,1.3063,0.4518,0.4455,0.1949,0.2141,0.0,0.0,0.0,0.0,0.0,1+1+3,3,0,2009-02-11,2009,Unit F
1114,5,0.9401999999999999,0.3123,0.3811,0.1254,0.1214,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1115,5,0.9081,0.3303,0.2796,0.1349,0.1633,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1116,5,0.8745,0.2714,0.2746,0.1711,0.1574,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1117,5,0.8564999999999999,0.3202,0.2608,0.1435,0.132,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1118,5,0.9662999999999999,0.3322,0.3259,0.1584,0.1498,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1119,5,1.0227,0.3346,0.329,0.1959,0.1632,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1120,5,0.8888,0.2497,0.3049,0.1641,0.1701,0.0,0.0,0.0,0.0,0.0,1+1+3,3,6070/6068,2009-02-11,2009,Unit F
1121,4,0.5628,0.2755,0.1709,0.1164,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1122,4,0.5457,0.2588,0.1767,0.1102,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1123,4,0.5503,0.2629,0.1737,0.1137,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1124,4,0.5722,0.2702,0.1766,0.1254,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1125,4,0.5558000000000001,0.2634,0.1674,0.125,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1126,4,0.5690999999999999,0.2665,0.173,0.1296,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1127,4,0.5599000000000001,0.2624,0.1754,0.1221,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1128,4,0.5383,0.25,0.1732,0.1151,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1129,4,0.5419,0.2572,0.1693,0.1154,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1130,4,0.5176,0.2488,0.1651,0.1037,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1131,4,0.5171,0.2539,0.1553,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1132,4,0.5118,0.2556,0.1579,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1133,4,0.5273,0.2519,0.1634,0.112,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1134,4,0.5361,0.2572,0.1724,0.1065,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1135,4,0.551,0.2599,0.1704,0.1207,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1136,4,0.5446,0.2444,0.1942,0.106,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2009-02-18,2009,Unit F
1137,5,0.3354,0.0912,0.1024,0.0816,0.0602,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-18,2009,Unit F
1138,5,0.343,0.105,0.0985,0.0755,0.064,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-18,2009,Unit F
1139,5,0.7703,0.2488,0.221,0.1534,0.1471,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1140,5,0.7625,0.2363,0.2155,0.1573,0.1534,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1141,5,0.7399,0.2336,0.2079,0.1579,0.1405,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1142,5,0.7292000000000001,0.2319,0.1927,0.1569,0.1477,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1143,5,0.7221,0.2254,0.199,0.1515,0.1462,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1144,5,0.7476,0.2228,0.2189,0.1613,0.1446,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1145,5,0.7805,0.2378,0.236,0.1631,0.1436,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1146,5,0.7629999999999999,0.232,0.2166,0.1647,0.1497,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1147,5,0.7398000000000001,0.2288,0.2063,0.1508,0.1539,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1148,5,0.7597,0.2329,0.2168,0.1634,0.1466,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1149,5,0.75,0.2307,0.1974,0.159,0.1629,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1150,5,0.7545999999999999,0.2405,0.1959,0.1587,0.1595,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1151,5,0.7521,0.2232,0.2087,0.1674,0.1528,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1152,5,0.3337,0.0943,0.0956,0.0735,0.0703,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-09,2009,Unit F
1153,5,0.33819999999999995,0.1012,0.0941,0.0761,0.0668,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-09,2009,Unit F
1154,5,0.3343,0.0994,0.0971,0.0799,0.0579,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-09,2009,Unit F
1155,5,0.35050000000000003,0.0979,0.0989,0.0864,0.0673,0.0,0.0,0.0,0.0,0.0,5R1,3,5560,2009-02-09,2009,Unit F
1156,5,0.7221,0.2254,0.199,0.1515,0.1462,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1157,5,0.7877000000000001,0.2475,0.2255,0.1538,0.1609,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5561,2009-02-09,2009,Unit F
1158,4,0.5324,0.2611,0.1495,0.1218,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1159,4,0.5212,0.2599,0.1493,0.112,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1160,4,0.5175,0.2477,0.1585,0.1113,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1161,4,0.5112,0.2485,0.1602,0.1025,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1162,4,0.52,0.2562,0.1569,0.1069,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1163,4,0.505,0.2476,0.1613,0.0961,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1164,4,0.5312,0.2581,0.1591,0.114,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1165,4,0.5161,0.2478,0.1532,0.1151,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1166,4,0.5272,0.2485,0.1687,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1167,4,0.5217,0.261,0.156,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1168,4,0.5347,0.2525,0.1698,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1169,4,0.524,0.2565,0.1591,0.1084,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,0,2010-02-02,2010,Unit F
1170,4,0.5065999999999999,0.2496,0.1407,0.1163,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1171,4,0.5272,0.2454,0.1697,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1172,4,0.5236000000000001,0.2626,0.1545,0.1065,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1173,4,0.5281,0.2602,0.1542,0.1137,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1174,4,0.5123,0.2531,0.1533,0.1059,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1175,4,0.49910000000000004,0.2498,0.1421,0.1072,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1176,4,0.5158,0.2463,0.1607,0.1088,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1177,4,0.5157,0.2549,0.1488,0.112,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1178,4,0.5074,0.2461,0.1541,0.1072,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1179,4,0.5228999999999999,0.2531,0.1619,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1180,4,0.5107999999999999,0.2431,0.1553,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1181,4,0.5103,0.2496,0.1512,0.1095,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1182,5,0.3575,0.1011,0.1004,0.0858,0.0702,0.0,0.0,0.0,0.0,0.0,5R1,3,5563,2010-02-02,2010,Unit F
1183,7,0.3487,0.0734,0.0581,0.0589,0.0515,0.0475,0.0593,0.0,0.0,0.0,7I,3,5563,2010-02-02,2010,Unit F
1184,4,0.5174,0.2486,0.1512,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1185,4,0.5139,0.2428,0.1607,0.1104,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1186,4,0.5139,0.2435,0.1644,0.106,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1187,4,0.5116,0.2503,0.1596,0.1017,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1188,4,0.5087,0.2464,0.1612,0.1011,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1189,4,0.5109,0.2465,0.1614,0.103,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1190,4,0.5021,0.2501,0.1466,0.1054,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1191,4,0.5107999999999999,0.2366,0.1669,0.1073,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1192,4,0.5182,0.2462,0.1744,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1193,4,0.5082,0.2512,0.1536,0.1034,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1194,4,0.5091,0.245,0.1558,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1195,5,0.36539999999999995,0.1024,0.11,0.0812,0.0718,0.0,0.0,0.0,0.0,0.0,5R1,3,5563,2010-02-02,2010,Unit F
1196,5,1.1483,0.4078,0.3625,0.2023,0.1757,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5563,2010-02-02,2010,Unit F
1197,5,1.2017,0.4017,0.393,0.2222,0.1848,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5563,2010-02-02,2010,Unit F
1198,5,1.1732,0.3996,0.385,0.2016,0.187,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5563,2010-02-02,2010,Unit F
1199,5,1.1896,0.3859,0.4225,0.184,0.1972,0.0,0.0,0.0,0.0,0.0,1+1+3,3,5563,2010-02-02,2010,Unit F
1200,5,0.34040000000000004,0.0959,0.095,0.0801,0.0694,0.0,0.0,0.0,0.0,0.0,5R1,3,5563,2010-02-02,2010,Unit F
1202,7,1.1113,0.366,0.1996,0.1692,0.1399,0.1123,0.1243,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1203,7,0.9353,0.2878,0.176,0.1514,0.1017,0.0794,0.139,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1204,7,1.0224,0.3268,0.1995,0.162,0.1279,0.1095,0.0967,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1205,7,1.1054,0.3626,0.1946,0.1737,0.1435,0.116,0.115,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1206,7,1.1144,0.368,0.2012,0.1652,0.159,0.1267,0.0943,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1207,7,1.1380000000000001,0.3714,0.1962,0.1844,0.1555,0.1244,0.1061,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1208,7,1.1419,0.3688,0.2019,0.1772,0.1594,0.1237,0.1109,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1209,7,1.1076,0.3711,0.1969,0.185,0.1441,0.1097,0.1008,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1210,7,1.1333999999999997,0.3669,0.1921,0.184,0.1585,0.1201,0.1118,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1211,7,1.0508,0.3466,0.1949,0.1679,0.1266,0.0929,0.1219,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1212,7,1.0695000000000001,0.3663,0.1895,0.1648,0.1458,0.1053,0.0978,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1213,7,1.1205,0.3714,0.2046,0.1845,0.1465,0.1084,0.1051,0.0,0.0,0.0,7D,3,5722,2010-02-02,2010,Unit F
1214,8,1.1916,0.2366,0.1962,0.1525,0.1431,0.1474,0.1519,0.1639,0.0,0.0,8D,3,5563,2010-02-02,2010,Unit F
1215,9,1.3150000000000002,0.2511,0.1728,0.1522,0.1522,0.1482,0.1536,0.1384,0.1465,0.0,9D,3,5563,2010-02-02,2010,Unit F
1216,9,1.3654,0.2652,0.172,0.1583,0.1586,0.1512,0.1556,0.1506,0.1539,0.0,9D,3,5563,2010-02-02,2010,Unit F
1217,9,1.341,0.2874,0.1596,0.1526,0.1533,0.1512,0.1483,0.143,0.1456,0.0,9D,3,5563,2010-02-02,2010,Unit F
1219,4,0.5286,0.2563,0.163,0.1093,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-02,2010,Unit F
1220,4,0.4964,0.2282,0.1607,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-11,2010,Unit F
1221,4,0.4689,0.2334,0.1419,0.0936,0.0,0.0,0.0,0.0,0.0,0.0,4D,3,5722,2010-02-11,2010,Unit F
