CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date,Year,UnitName
3573,4,0.18259999999999998,0.0586,0.0624,0.0616,0.0,0.0,0.0,0.0,0.0,0.0,4R1,8,6035,2010-02-01,2010,Unit T
3574,4,0.22979999999999998,0.0795,0.0759,0.0744,0.0,0.0,0.0,0.0,0.0,0.0,4R1,8,6035,2010-02-01,2010,Unit T
3575,5,0.3519,0.1056,0.0883,0.0782,0.0798,0.0,0.0,0.0,0.0,0.0,5R1,8,0,2010-02-01,2010,Unit T
3576,5,0.34680000000000005,0.1011,0.0863,0.0764,0.083,0.0,0.0,0.0,0.0,0.0,5R1,8,0,2010-02-01,2010,Unit T
3577,5,0.2476,0.0645,0.0566,0.0563,0.0702,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3578,5,0.33699999999999997,0.1027,0.0769,0.0759,0.0815,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3579,5,0.3497,0.0958,0.0884,0.0823,0.0832,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3581,5,0.3053,0.0876,0.0746,0.0661,0.077,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3582,5,0.2935,0.0916,0.0724,0.0609,0.0686,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3583,5,0.2756,0.0795,0.0594,0.0656,0.0711,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-01,2010,Unit T
3584,5,0.5235,0.1176,0.1568,0.1273,0.1218,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-01,2010,Unit T
3585,5,0.5194,0.1253,0.143,0.1223,0.1288,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-01,2010,Unit T
3586,5,0.5177,0.114,0.1518,0.1203,0.1316,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-01,2010,Unit T
3587,6,0.37289999999999995,0.0872,0.0754,0.056,0.0554,0.0989,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-01,2010,Unit T
3588,6,0.36829999999999996,0.0797,0.0707,0.0617,0.0682,0.088,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-01,2010,Unit T
3589,6,0.40890000000000004,0.096,0.0809,0.0683,0.0721,0.0916,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-01,2010,Unit T
3590,7,0.3165,0.0392,0.0426,0.0376,0.0449,0.0715,0.0807,0.0,0.0,0.0,7I,8,5151,2010-02-01,2010,Unit T
3591,7,0.329,0.0415,0.042,0.0416,0.0437,0.0636,0.0966,0.0,0.0,0.0,7I,8,5151,2010-02-01,2010,Unit T
3592,8,0.3511,0.0338,0.0421,0.0475,0.0573,0.0507,0.0518,0.0679,0.0,0.0,8I,8,5151,2010-02-01,2010,Unit T
3593,8,0.35180000000000006,0.0363,0.0402,0.0446,0.051,0.0551,0.0527,0.0719,0.0,0.0,8I,8,5151,2010-02-01,2010,Unit T
3594,8,0.35119999999999996,0.0355,0.0435,0.0375,0.0389,0.0497,0.0625,0.0836,0.0,0.0,8I,8,5151,2010-02-01,2010,Unit T
3595,8,0.3289,0.0359,0.04,0.036,0.0372,0.038,0.0623,0.0795,0.0,0.0,8I,8,5151,2010-02-01,2010,Unit T
3596,9,0.3631,0.0373,0.0377,0.0384,0.032,0.0417,0.035,0.0545,0.0865,0.0,9I,8,6035,2010-02-01,2010,Unit T
3597,4,0.4063,0.1363,0.1227,0.1473,0.0,0.0,0.0,0.0,0.0,0.0,4R1,8,0,2010-02-11,2010,Unit T
3598,5,0.7461,0.2966,0.2165,0.1341,0.0989,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3599,5,0.5245,0.1381,0.1532,0.1083,0.1249,0.0,0.0,0.0,0.0,0.0,5R2,8,6035,2010-02-11,2010,Unit T
3600,5,0.7692,0.2232,0.2683,0.1403,0.1374,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3601,5,0.8003,0.2669,0.2321,0.1569,0.1444,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3603,7,0.6124,0.1008,0.0946,0.1174,0.0982,0.0941,0.1073,0.0,0.0,0.0,7I,8,6035,2010-02-11,2010,Unit T
3604,9,0.6178,0.1029,0.0992,0.0917,0.075,0.0523,0.0673,0.0659,0.0635,0.0,9I,8,6035,2010-02-11,2010,Unit T
3607,4,0.5195,0.221,0.1576,0.1409,0.0,0.0,0.0,0.0,0.0,0.0,4D,8,6035,2010-02-11,2010,Unit T
3608,4,0.254,0.0852,0.0852,0.0836,0.0,0.0,0.0,0.0,0.0,0.0,4R1,8,6035,2010-02-11,2010,Unit T
3609,5,0.8101,0.2261,0.2807,0.1723,0.131,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3610,5,0.34149999999999997,0.106,0.0776,0.0739,0.084,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3611,5,0.3242,0.0841,0.0824,0.077,0.0807,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3612,5,0.3162,0.0963,0.0885,0.0577,0.0737,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3613,5,0.3775,0.1045,0.1016,0.0856,0.0858,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3614,5,0.8009,0.2546,0.2727,0.147,0.1266,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3615,5,0.35200000000000004,0.1082,0.0838,0.081,0.079,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3617,5,0.3249,0.0945,0.0776,0.0685,0.0843,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3618,5,0.8002,0.2466,0.2756,0.156,0.122,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3619,5,0.36940000000000006,0.0814,0.1405,0.0656,0.0819,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3620,5,0.3205,0.0876,0.0924,0.0624,0.0781,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3621,5,0.5199,0.112,0.1402,0.1301,0.1376,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3622,5,0.5254,0.1239,0.1378,0.1325,0.1312,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3623,5,0.5314,0.1265,0.1461,0.1375,0.1213,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3624,5,0.5225,0.1192,0.1434,0.1329,0.127,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3625,5,0.526,0.1293,0.1389,0.1265,0.1313,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3626,5,0.543,0.1416,0.1398,0.1279,0.1337,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3627,5,0.5322,0.134,0.1302,0.1385,0.1295,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3628,5,0.5649,0.136,0.1508,0.1388,0.1393,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3629,5,0.5541,0.1393,0.1328,0.1411,0.1409,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3630,5,0.5317,0.1251,0.1414,0.1359,0.1293,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3631,5,0.5794,0.1299,0.1454,0.13,0.1741,0.0,0.0,0.0,0.0,0.0,5R2,8,5151,2010-02-11,2010,Unit T
3632,8,0.45770000000000005,0.0921,0.0682,0.0486,0.0439,0.0461,0.0509,0.1079,0.0,0.0,8I,8,6035,2010-02-11,2010,Unit T
3633,9,0.3358,0.0316,0.0391,0.0402,0.0329,0.0439,0.0447,0.0415,0.0619,0.0,9I,8,6035,2010-02-11,2010,Unit T
3634,9,0.42550000000000004,0.0588,0.0415,0.0629,0.0493,0.0584,0.0451,0.0495,0.06,0.0,9I,8,5151,2010-02-11,2010,Unit T
3635,9,0.499,0.0959,0.0601,0.0585,0.049,0.0438,0.0454,0.0519,0.0944,0.0,9I,8,5151,2010-02-11,2010,Unit T
3636,5,0.3539,0.0981,0.0893,0.0821,0.0844,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3637,5,0.32939999999999997,0.0973,0.0891,0.0778,0.0652,0.0,0.0,0.0,0.0,0.0,5R1,8,0,2010-02-11,2010,Unit T
3638,5,0.3079,0.0881,0.0718,0.0698,0.0782,0.0,0.0,0.0,0.0,0.0,5R1,8,0,2010-02-11,2010,Unit T
3639,5,0.3017,0.1178,0.0627,0.0568,0.0644,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3640,5,0.3211,0.101,0.0756,0.0715,0.073,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3641,5,0.3106,0.1007,0.0734,0.0633,0.0732,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3642,5,0.3226,0.1087,0.0733,0.0676,0.073,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3643,5,0.3588,0.1124,0.0849,0.0769,0.0846,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3644,5,0.3254,0.1113,0.0726,0.068,0.0735,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3645,5,0.2985,0.088,0.0709,0.0656,0.074,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3646,5,0.5495,0.1755,0.1772,0.1105,0.0863,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-02-11,2010,Unit T
3647,5,0.6351,0.1976,0.1637,0.1188,0.155,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-02-11,2010,Unit T
3648,5,0.4096,0.1203,0.1,0.0845,0.1048,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3649,5,0.3329,0.0959,0.0831,0.0763,0.0776,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3650,5,0.3417,0.1016,0.0804,0.0728,0.0869,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3651,5,0.32889999999999997,0.0818,0.0922,0.0726,0.0823,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3652,5,0.3199,0.0729,0.0908,0.0741,0.0821,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3653,5,0.8076999999999999,0.2681,0.2445,0.1423,0.1528,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-02-11,2010,Unit T
3654,5,0.8833,0.34,0.2683,0.1435,0.1315,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-02-11,2010,Unit T
3655,5,0.32289999999999996,0.0894,0.0751,0.0744,0.084,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3656,5,0.3339,0.1011,0.0795,0.0735,0.0798,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3657,5,0.3789,0.115,0.093,0.0819,0.089,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3658,5,0.6847999999999999,0.2115,0.292,0.087,0.0943,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3659,5,0.6315,0.1792,0.262,0.096,0.0943,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3660,5,0.8244,0.2528,0.2681,0.1668,0.1367,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3661,5,0.8295999999999999,0.2455,0.2605,0.1779,0.1457,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3662,5,0.8066,0.2199,0.2457,0.1611,0.1799,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3663,5,0.8249,0.2606,0.2646,0.1652,0.1345,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3664,5,0.6553,0.1872,0.1281,0.1272,0.2128,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3665,5,0.37679999999999997,0.1111,0.0948,0.0836,0.0873,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3666,5,0.35450000000000004,0.092,0.0842,0.0989,0.0794,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3667,5,0.3691,0.0716,0.1027,0.1039,0.0909,0.0,0.0,0.0,0.0,0.0,5R1,8,6035,2010-02-11,2010,Unit T
3668,5,0.6738000000000001,0.2083,0.1866,0.1543,0.1246,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3669,5,0.6544,0.184,0.2248,0.1224,0.1232,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3670,5,0.7136,0.206,0.2294,0.1518,0.1264,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3671,5,0.9111,0.3472,0.2633,0.1409,0.1597,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3672,5,0.7098,0.2037,0.2318,0.1469,0.1274,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3673,5,0.7092,0.2146,0.2104,0.1571,0.1271,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3675,5,0.755,0.2284,0.2307,0.1498,0.1461,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3676,5,0.7155,0.2154,0.2209,0.1516,0.1276,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3678,5,0.8665,0.2513,0.2858,0.1922,0.1372,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3679,5,0.326,0.0898,0.0907,0.077,0.0685,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3680,5,0.3297,0.0898,0.0917,0.0766,0.0716,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3681,5,0.30229999999999996,0.086,0.0901,0.0683,0.0579,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3682,5,0.323,0.0857,0.0963,0.0749,0.0661,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3683,5,0.3157,0.0829,0.0906,0.0737,0.0685,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3684,5,0.3344,0.0913,0.1003,0.0687,0.0741,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3685,5,0.3366,0.0901,0.0935,0.0805,0.0725,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3686,5,0.3295,0.0891,0.0905,0.0785,0.0714,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3687,5,0.3214,0.0884,0.0894,0.0835,0.0601,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3688,5,0.34009999999999996,0.0905,0.0953,0.0815,0.0728,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3689,5,0.3238,0.0834,0.0962,0.0771,0.0671,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3690,5,0.3283,0.0891,0.0919,0.0766,0.0707,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3691,5,0.33590000000000003,0.0917,0.0961,0.0801,0.068,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3692,5,0.3192,0.0884,0.0872,0.075,0.0686,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3693,5,0.34430000000000005,0.0928,0.0987,0.0825,0.0703,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3694,5,0.3291,0.0889,0.0907,0.0783,0.0712,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3695,5,0.3336,0.0872,0.0893,0.0805,0.0766,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3696,5,0.3144,0.0824,0.0904,0.0749,0.0667,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3697,5,0.33869999999999995,0.0962,0.0889,0.0804,0.0732,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3698,5,0.3307,0.0895,0.0905,0.0765,0.0742,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3699,5,0.3292,0.0865,0.0941,0.0761,0.0725,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3700,5,0.32639999999999997,0.0785,0.096,0.0783,0.0736,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3701,5,0.32199999999999995,0.0807,0.0914,0.0776,0.0723,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-02-11,2010,Unit T
3702,6,0.483,0.1154,0.0927,0.0872,0.0937,0.094,0.0,0.0,0.0,0.0,6D,8,6058,2010-02-11,2010,Unit T
3705,6,0.366,0.0867,0.0649,0.0567,0.0707,0.087,0.0,0.0,0.0,0.0,6D,8,6058,2010-02-11,2010,Unit T
3707,6,0.48400000000000004,0.1283,0.0979,0.082,0.0844,0.0914,0.0,0.0,0.0,0.0,6D,8,6058,2010-02-11,2010,Unit T
3708,6,0.3719,0.0993,0.071,0.0615,0.0612,0.0789,0.0,0.0,0.0,0.0,6D,8,6058,2010-02-11,2010,Unit T
3709,6,0.3419,0.0919,0.0726,0.0609,0.0521,0.0644,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-11,2010,Unit T
3710,6,0.39890000000000003,0.104,0.0943,0.0689,0.0632,0.0685,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-11,2010,Unit T
3712,6,0.3883,0.0981,0.0959,0.0629,0.0622,0.0692,0.0,0.0,0.0,0.0,6D,8,6035,2010-02-11,2010,Unit T
3713,7,0.3025,0.0343,0.0644,0.038,0.0419,0.0525,0.0714,0.0,0.0,0.0,7I,8,6035,2010-02-11,2010,Unit T
3714,7,0.253,0.0189,0.0405,0.0355,0.0443,0.0541,0.0597,0.0,0.0,0.0,7I,8,6035,2010-02-11,2010,Unit T
3715,8,0.4412,0.128,0.0641,0.0486,0.0498,0.0635,0.0393,0.0479,0.0,0.0,8I,8,6035,2010-02-11,2010,Unit T
3716,8,0.3283,0.0448,0.0387,0.0368,0.0365,0.0385,0.0523,0.0807,0.0,0.0,8I,8,6035,2010-02-11,2010,Unit T
3717,9,0.3865,0.0429,0.0382,0.0361,0.0462,0.0432,0.0455,0.0518,0.0826,0.0,9I,8,6058,2010-02-11,2010,Unit T
3719,5,0.2858,0.092,0.069,0.0635,0.0613,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-02-11,2010,Unit T
3720,5,0.7843,0.2415,0.2599,0.1566,0.1263,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3721,5,0.7854,0.2416,0.2735,0.1493,0.121,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3722,5,0.7051000000000001,0.2677,0.2194,0.1165,0.1015,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6035,2010-02-11,2010,Unit T
3723,4,0.2841,0.1318,0.0777,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,4R1,8,6058,2010-01-24,2010,Unit T
3724,5,0.3781,0.1279,0.0844,0.0781,0.0877,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3725,5,0.3326,0.0961,0.0804,0.0718,0.0843,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3726,5,0.3958,0.1331,0.0822,0.0811,0.0994,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3727,5,0.31349999999999995,0.1077,0.0769,0.0642,0.0647,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3728,5,1.1223999999999998,0.3758,0.3239,0.1881,0.2346,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-01-24,2010,Unit T
3730,5,0.8849,0.2825,0.3087,0.1572,0.1365,0.0,0.0,0.0,0.0,0.0,1+1+3,8,5562,2010-01-24,2010,Unit T
3731,5,0.8600999999999999,0.2757,0.2753,0.1626,0.1465,0.0,0.0,0.0,0.0,0.0,1+1+3,8,5562,2010-01-24,2010,Unit T
3732,5,1.0158,0.3405,0.3386,0.1818,0.1549,0.0,0.0,0.0,0.0,0.0,1+1+3,8,5562,2010-01-24,2010,Unit T
3733,5,0.3255,0.09,0.093,0.0793,0.0632,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3734,5,0.3348,0.086,0.0986,0.0831,0.0671,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3735,5,0.3308,0.0844,0.1043,0.0758,0.0663,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3736,5,0.32199999999999995,0.0905,0.0887,0.072,0.0708,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3737,5,0.3288,0.0887,0.0913,0.0768,0.072,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3738,5,0.3321,0.0999,0.0928,0.0729,0.0665,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3739,5,0.3327,0.094,0.0926,0.0768,0.0693,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3740,5,0.3238,0.0865,0.0936,0.0752,0.0685,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3741,5,0.3257,0.0821,0.0974,0.079,0.0672,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3742,6,0.46409999999999996,0.1193,0.0849,0.0737,0.0772,0.109,0.0,0.0,0.0,0.0,6D,8,6058,2010-01-24,2010,Unit T
3743,6,0.41119999999999995,0.1194,0.077,0.0718,0.0638,0.0792,0.0,0.0,0.0,0.0,6D,8,6058,2010-01-24,2010,Unit T
3744,8,0.32499999999999996,0.0389,0.0426,0.0496,0.0508,0.0444,0.0431,0.0556,0.0,0.0,8I,8,5562,2010-01-24,2010,Unit T
3745,9,0.35,0.0366,0.0428,0.0484,0.0535,0.0367,0.0401,0.044,0.0479,0.0,9I,8,5562,2010-01-24,2010,Unit T
3750,5,0.9156,0.3028,0.2762,0.1962,0.1404,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-01-24,2010,Unit T
3751,5,0.9979,0.2779,0.3817,0.169,0.1693,0.0,0.0,0.0,0.0,0.0,1+1+3,8,6058,2010-01-24,2010,Unit T
3752,5,0.3247,0.0906,0.0779,0.0758,0.0804,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3753,5,0.312,0.0853,0.0774,0.0744,0.0749,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3754,5,0.3139,0.0893,0.072,0.0696,0.083,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3755,5,0.3211,0.1106,0.0702,0.062,0.0783,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3756,5,0.35650000000000004,0.1237,0.0713,0.0759,0.0856,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3757,5,0.31699999999999995,0.1001,0.0759,0.0677,0.0733,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3758,5,0.35880000000000006,0.079,0.1375,0.0632,0.0791,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3759,5,0.3061,0.0924,0.0746,0.0622,0.0769,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3760,5,0.3266,0.0876,0.0846,0.0755,0.0789,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3761,5,0.3206,0.1071,0.0757,0.0663,0.0715,0.0,0.0,0.0,0.0,0.0,5R1,8,6058,2010-01-24,2010,Unit T
3762,5,0.3099,0.0833,0.091,0.0723,0.0633,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3763,5,0.3024,0.0847,0.0886,0.0689,0.0602,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3764,5,0.3128,0.0864,0.0917,0.0702,0.0645,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3765,5,0.3096,0.0825,0.0946,0.0694,0.0631,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3766,5,0.3224,0.0803,0.0967,0.0771,0.0683,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3767,5,0.3232,0.0859,0.1006,0.0727,0.064,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3768,5,0.3079,0.0942,0.0969,0.0625,0.0543,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3769,5,0.3125,0.09,0.0919,0.0664,0.0642,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3770,5,0.3222,0.096,0.0936,0.0685,0.0641,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3771,5,0.34390000000000004,0.0989,0.0911,0.081,0.0729,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3772,5,0.3254,0.0864,0.0925,0.0727,0.0738,0.0,0.0,0.0,0.0,0.0,5R1,8,5562,2010-01-24,2010,Unit T
3773,9,0.2932,0.0375,0.029,0.0353,0.0317,0.0342,0.0356,0.0397,0.0502,0.0,9I,8,6058,2010-01-24,2010,Unit T
3774,10,0.3261,0.0298,0.0298,0.03,0.0327,0.0349,0.0354,0.0389,0.0428,0.0518,10I,8,6058,2010-01-24,2010,Unit T
